DistrictName,SchoolName,Category,Subcategory,Count,Percent,TotalCount
Shoreline School District,Albert Einstein Middle School,Degree,Master's Degree,4,100.0%,4
Shoreline School District,Albert Einstein Middle School,Gender,Female,1,25.0%,4
Shoreline School District,Albert Einstein Middle School,Gender,Male,3,75.0%,4
Shoreline School District,Albert Einstein Middle School,RaceEthnicity,Hispanic/ Latino of any race(s),1,25.0%,4
Shoreline School District,Albert Einstein Middle School,RaceEthnicity,White,3,75.0%,4
Shoreline School District,Kellogg Middle School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Shoreline School District,Kellogg Middle School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Shoreline School District,Kellogg Middle School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,50.0%,2
Shoreline School District,Kellogg Middle School,Degree,Bachelor's Degree,1,50.0%,2
Shoreline School District,Kellogg Middle School,Degree,Master's Degree,1,50.0%,2
Shoreline School District,Kellogg Middle School,Gender,Female,1,50.0%,2
Shoreline School District,Kellogg Middle School,Gender,Male,1,50.0%,2
Shoreline School District,Kellogg Middle School,RaceEthnicity,White,2,100.0%,2
Shoreline School District,Shorecrest High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Shoreline School District,Shorecrest High School,Certificate,T330600 - PROFESSIONAL TEACHER,1,100.0%,1
Shoreline School District,Shorecrest High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Shoreline School District,Shorecrest High School,Degree,Bachelor's Degree,1,100.0%,1
Shoreline School District,Shorecrest High School,Gender,Male,1,100.0%,1
Shoreline School District,Shorecrest High School,RaceEthnicity,White,1,100.0%,1
Shoreline School District,Shorewood High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Shoreline School District,Shorewood High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Shoreline School District,Shorewood High School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Shoreline School District,Shorewood High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Shoreline School District,Shorewood High School,Degree,Bachelor's Degree,1,100.0%,1
Shoreline School District,Shorewood High School,Gender,Male,1,100.0%,1
Shoreline School District,Shorewood High School,RaceEthnicity,White,1,100.0%,1
Snohomish School District,AIM High School,Certificate,1043700 - CONTINUING ELEMENTARY AND SECONDARY TEACHER                 ,1,100.0%,1
Snohomish School District,AIM High School,Certificate,A230715 - CONTINUING ADMINISTRATOR                                    ,1,100.0%,1
Snohomish School District,AIM High School,Degree,Master's Degree,1,100.0%,1
Snohomish School District,AIM High School,Gender,Female,1,100.0%,1
Snohomish School District,AIM High School,RaceEthnicity,White,1,100.0%,1
Snohomish School District,Glacier Peak High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,2,100.0%,2
Snohomish School District,Glacier Peak High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Snohomish School District,Glacier Peak High School,Certificate,T330600 - PROFESSIONAL TEACHER,1,50.0%,2
Snohomish School District,Glacier Peak High School,Degree,Master's Degree,2,100.0%,2
Snohomish School District,Glacier Peak High School,Gender,Male,2,100.0%,2
Snohomish School District,Glacier Peak High School,RaceEthnicity,White,2,100.0%,2
Snohomish School District,Snohomish High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Snohomish School District,Snohomish High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Snohomish School District,Snohomish High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Snohomish School District,Snohomish High School,Degree,Master's Degree,1,100.0%,1
Snohomish School District,Snohomish High School,Gender,Male,1,100.0%,1
Snohomish School District,Snohomish High School,RaceEthnicity,White,1,100.0%,1
Snohomish School District,Valley View Middle School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Snohomish School District,Valley View Middle School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
Snohomish School District,Valley View Middle School,Degree,Master's Degree,1,100.0%,1
Snohomish School District,Valley View Middle School,Gender,Male,1,100.0%,1
Snohomish School District,Valley View Middle School,RaceEthnicity,White,1,100.0%,1
Snoqualmie Valley School District,Chief Kanim Middle School,Certificate,C250700 - EMERGENCY TEACHER                                           ,1,50.0%,2
Snoqualmie Valley School District,Chief Kanim Middle School,Certificate,C270700 - EMERGENCY SUBSTITUTE TEACHER                                ,1,50.0%,2
Snoqualmie Valley School District,Chief Kanim Middle School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,50.0%,2
Snoqualmie Valley School District,Chief Kanim Middle School,Certificate,PRERES - PRE-RESIDENCY CERTIFICATE CLEARANCE,1,50.0%,2
Snoqualmie Valley School District,Chief Kanim Middle School,Certificate,T310600 - RESIDENCY TEACHER (FIRST ISSUE)                             ,2,100.0%,2
Snoqualmie Valley School District,Chief Kanim Middle School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,50.0%,2
Snoqualmie Valley School District,Chief Kanim Middle School,Degree,Master's Degree,2,100.0%,2
Snoqualmie Valley School District,Chief Kanim Middle School,Gender,Female,2,100.0%,2
Snoqualmie Valley School District,Chief Kanim Middle School,RaceEthnicity,White,2,100.0%,2
Snoqualmie Valley School District,Mount Si High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,33.3%,3
Snoqualmie Valley School District,Mount Si High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,33.3%,3
Snoqualmie Valley School District,Mount Si High School,Certificate,T310600 - RESIDENCY TEACHER (FIRST ISSUE)                             ,1,33.3%,3
Snoqualmie Valley School District,Mount Si High School,Degree,Bachelor's Degree,1,33.3%,3
Snoqualmie Valley School District,Mount Si High School,Degree,Master's Degree,1,33.3%,3
Snoqualmie Valley School District,Mount Si High School,Degree,Other/Non Degreed,1,33.3%,3
Snoqualmie Valley School District,Mount Si High School,Gender,Female,1,33.3%,3
Snoqualmie Valley School District,Mount Si High School,Gender,Male,2,66.7%,3
Snoqualmie Valley School District,Mount Si High School,RaceEthnicity,White,3,100.0%,3
Snoqualmie Valley School District,Snoqualmie Middle School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Middle School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Middle School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Middle School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Middle School,Degree,Master's Degree,1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Middle School,Gender,Male,1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Middle School,RaceEthnicity,White,1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Parent Partnership Program,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Parent Partnership Program,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Parent Partnership Program,Degree,Master's Degree,1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Parent Partnership Program,Gender,Female,1,100.0%,1
Snoqualmie Valley School District,Snoqualmie Parent Partnership Program,RaceEthnicity,White,1,100.0%,1
Snoqualmie Valley School District,Twin Falls Middle School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Snoqualmie Valley School District,Twin Falls Middle School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Snoqualmie Valley School District,Twin Falls Middle School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Snoqualmie Valley School District,Twin Falls Middle School,Degree,Bachelor's Degree,1,100.0%,1
Snoqualmie Valley School District,Twin Falls Middle School,Gender,Female,1,100.0%,1
Snoqualmie Valley School District,Twin Falls Middle School,RaceEthnicity,White,1,100.0%,1
Snoqualmie Valley School District,Two Rivers School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Snoqualmie Valley School District,Two Rivers School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,100.0%,1
Snoqualmie Valley School District,Two Rivers School,Degree,Master's Degree,1,100.0%,1
Snoqualmie Valley School District,Two Rivers School,Gender,Female,1,100.0%,1
Snoqualmie Valley School District,Two Rivers School,RaceEthnicity,White,1,100.0%,1
Soap Lake School District,Soap Lake Middle & High School,Certificate,A310515 - RESIDENCY ADMINISTRATOR (FIRST ISSUE)                       ,1,100.0%,1
Soap Lake School District,Soap Lake Middle & High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Soap Lake School District,Soap Lake Middle & High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Soap Lake School District,Soap Lake Middle & High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Soap Lake School District,Soap Lake Middle & High School,Certificate,TCTE300 - CAREER AND TECHNICAL ED INITIAL TEACHER (RENEWAL),1,100.0%,1
Soap Lake School District,Soap Lake Middle & High School,Degree,Master's Degree,1,100.0%,1
Soap Lake School District,Soap Lake Middle & High School,Gender,Male,1,100.0%,1
Soap Lake School District,Soap Lake Middle & High School,RaceEthnicity,White,1,100.0%,1
South Kitsap School District,Explorer Academy,Certificate,T310600 - RESIDENCY TEACHER (FIRST ISSUE)                             ,3,75.0%,4
South Kitsap School District,Explorer Academy,Certificate,T330600 - PROFESSIONAL TEACHER,1,25.0%,4
South Kitsap School District,Explorer Academy,Degree,Master's Degree,3,75.0%,4
South Kitsap School District,Explorer Academy,Degree,Other/Non Degreed,1,25.0%,4
South Kitsap School District,Explorer Academy,Gender,Female,3,75.0%,4
South Kitsap School District,Explorer Academy,Gender,Male,1,25.0%,4
South Kitsap School District,Explorer Academy,RaceEthnicity,Not Provided,3,75.0%,4
South Kitsap School District,Explorer Academy,RaceEthnicity,White,1,25.0%,4
South Kitsap School District,South Kitsap High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
South Kitsap School District,South Kitsap High School,Degree,Bachelor's Degree,1,100.0%,1
South Kitsap School District,South Kitsap High School,Gender,Male,1,100.0%,1
South Kitsap School District,South Kitsap High School,RaceEthnicity,White,1,100.0%,1
South Whidbey School District,South Whidbey Middle,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
South Whidbey School District,South Whidbey Middle,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
South Whidbey School District,South Whidbey Middle,Degree,Master's Degree,1,100.0%,1
South Whidbey School District,South Whidbey Middle,Gender,Male,1,100.0%,1
South Whidbey School District,South Whidbey Middle,RaceEthnicity,White,1,100.0%,1
Spokane School District,Bryant Center,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Spokane School District,Bryant Center,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),2,100.0%,2
Spokane School District,Bryant Center,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Spokane School District,Bryant Center,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,50.0%,2
Spokane School District,Bryant Center,Degree,Bachelor's Degree,1,50.0%,2
Spokane School District,Bryant Center,Degree,Master's Degree,1,50.0%,2
Spokane School District,Bryant Center,Gender,Female,1,50.0%,2
Spokane School District,Bryant Center,Gender,Male,1,50.0%,2
Spokane School District,Bryant Center,RaceEthnicity,White,2,100.0%,2
Spokane School District,Ferris High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,33.3%,3
Spokane School District,Ferris High School,Certificate,T230700 - CONTINUING TEACHER                                          ,2,66.7%,3
Spokane School District,Ferris High School,Certificate,T310600 - RESIDENCY TEACHER (FIRST ISSUE)                             ,1,33.3%,3
Spokane School District,Ferris High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),2,66.7%,3
Spokane School District,Ferris High School,Degree,Master's Degree,3,100.0%,3
Spokane School District,Ferris High School,Gender,Female,2,66.7%,3
Spokane School District,Ferris High School,Gender,Male,1,33.3%,3
Spokane School District,Ferris High School,RaceEthnicity,White,3,100.0%,3
Spokane School District,Garry Middle School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Spokane School District,Garry Middle School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,100.0%,1
Spokane School District,Garry Middle School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Spokane School District,Garry Middle School,Degree,Bachelor's Degree,1,100.0%,1
Spokane School District,Garry Middle School,Gender,Female,1,100.0%,1
Spokane School District,Garry Middle School,RaceEthnicity,White,1,100.0%,1
Spokane School District,Lewis & Clark High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,50.0%,2
Spokane School District,Lewis & Clark High School,Certificate,T230700 - CONTINUING TEACHER                                          ,2,100.0%,2
Spokane School District,Lewis & Clark High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Spokane School District,Lewis & Clark High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Spokane School District,Lewis & Clark High School,Degree,Master's Degree,2,100.0%,2
Spokane School District,Lewis & Clark High School,Gender,Female,1,50.0%,2
Spokane School District,Lewis & Clark High School,Gender,Male,1,50.0%,2
Spokane School District,Lewis & Clark High School,RaceEthnicity,American Indian/ Alaska Native,1,50.0%,2
Spokane School District,Lewis & Clark High School,RaceEthnicity,White,1,50.0%,2
Spokane School District,North Central High School,Certificate,CCTE101 - CAREER AND TECHNICAL EDUCATION PROBATIONARY TEACHER         ,1,50.0%,2
Spokane School District,North Central High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Spokane School District,North Central High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Spokane School District,North Central High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Spokane School District,North Central High School,Degree,Bachelor's Degree,1,50.0%,2
Spokane School District,North Central High School,Degree,Master's Degree,1,50.0%,2
Spokane School District,North Central High School,Gender,Female,1,50.0%,2
Spokane School District,North Central High School,Gender,Male,1,50.0%,2
Spokane School District,North Central High School,RaceEthnicity,White,2,100.0%,2
Spokane School District,On Track Academy,Certificate,A310515 - RESIDENCY ADMINISTRATOR (FIRST ISSUE)                       ,1,50.0%,2
Spokane School District,On Track Academy,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),2,100.0%,2
Spokane School District,On Track Academy,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Spokane School District,On Track Academy,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,50.0%,2
Spokane School District,On Track Academy,Degree,Master's Degree,2,100.0%,2
Spokane School District,On Track Academy,Gender,Female,2,100.0%,2
Spokane School District,On Track Academy,RaceEthnicity,White,2,100.0%,2
Spokane School District,Pratt Academy,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Spokane School District,Pratt Academy,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Spokane School District,Pratt Academy,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Spokane School District,Pratt Academy,Degree,Master's Degree,1,100.0%,1
Spokane School District,Pratt Academy,Gender,Male,1,100.0%,1
Spokane School District,Pratt Academy,RaceEthnicity,White,1,100.0%,1
Spokane School District,Rogers High School,Certificate,A310515 - RESIDENCY ADMINISTRATOR (FIRST ISSUE)                       ,1,25.0%,4
Spokane School District,Rogers High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),3,75.0%,4
Spokane School District,Rogers High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,25.0%,4
Spokane School District,Rogers High School,Certificate,T330500 - PROFESSIONAL TEACHER                                        ,1,25.0%,4
Spokane School District,Rogers High School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,25.0%,4
Spokane School District,Rogers High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,25.0%,4
Spokane School District,Rogers High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),2,50.0%,4
Spokane School District,Rogers High School,Degree,Bachelor's Degree,2,50.0%,4
Spokane School District,Rogers High School,Degree,Master's Degree,1,25.0%,4
Spokane School District,Rogers High School,Degree,Other/Non Degreed,1,25.0%,4
Spokane School District,Rogers High School,Gender,Female,1,25.0%,4
Spokane School District,Rogers High School,Gender,Male,3,75.0%,4
Spokane School District,Rogers High School,RaceEthnicity,White,4,100.0%,4
Spokane School District,Sacajawea Middle School,Certificate,A310515 - RESIDENCY ADMINISTRATOR (FIRST ISSUE)                       ,1,100.0%,1
Spokane School District,Sacajawea Middle School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
Spokane School District,Sacajawea Middle School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Spokane School District,Sacajawea Middle School,Degree,Master's Degree,1,100.0%,1
Spokane School District,Sacajawea Middle School,Gender,Male,1,100.0%,1
Spokane School District,Sacajawea Middle School,RaceEthnicity,White,1,100.0%,1
Spokane School District,Shadle Park High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,50.0%,2
Spokane School District,Shadle Park High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Spokane School District,Shadle Park High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,50.0%,2
Spokane School District,Shadle Park High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,50.0%,2
Spokane School District,Shadle Park High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Spokane School District,Shadle Park High School,Degree,Master's Degree,2,100.0%,2
Spokane School District,Shadle Park High School,Gender,Male,2,100.0%,2
Spokane School District,Shadle Park High School,RaceEthnicity,White,2,100.0%,2
Spokane School District,Shaw Middle School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Spokane School District,Shaw Middle School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
Spokane School District,Shaw Middle School,Degree,Master's Degree,1,100.0%,1
Spokane School District,Shaw Middle School,Gender,Male,1,100.0%,1
Spokane School District,Shaw Middle School,RaceEthnicity,White,1,100.0%,1
Spokane School District,Spokane Area Professional-Technical Skills Center ,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Spokane School District,Spokane Area Professional-Technical Skills Center ,Degree,Master's Degree,1,100.0%,1
Spokane School District,Spokane Area Professional-Technical Skills Center ,Gender,Male,1,100.0%,1
Spokane School District,Spokane Area Professional-Technical Skills Center ,RaceEthnicity,White,1,100.0%,1
Spokane School District,The Community School,Certificate,A310515 - RESIDENCY ADMINISTRATOR (FIRST ISSUE)                       ,1,100.0%,1
Spokane School District,The Community School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Spokane School District,The Community School,Certificate,TCTE300 - CAREER AND TECHNICAL ED INITIAL TEACHER (RENEWAL),1,100.0%,1
Spokane School District,The Community School,Degree,Master's Degree,1,100.0%,1
Spokane School District,The Community School,Gender,Female,1,100.0%,1
Spokane School District,The Community School,RaceEthnicity,White,1,100.0%,1
Sprague School District,Sprague High School,Certificate,T320800 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Sprague School District,Sprague High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Sprague School District,Sprague High School,Degree,Bachelor's Degree,1,100.0%,1
Sprague School District,Sprague High School,Gender,Female,1,100.0%,1
Sprague School District,Sprague High School,RaceEthnicity,White,1,100.0%,1
St. John School District,St John/Endicott High,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
St. John School District,St John/Endicott High,Degree,Bachelor's Degree,1,100.0%,1
St. John School District,St John/Endicott High,Gender,Male,1,100.0%,1
St. John School District,St John/Endicott High,RaceEthnicity,White,1,100.0%,1
Stanwood-Camano School District,Stanwood High School,Certificate,A310515 - RESIDENCY ADMINISTRATOR (FIRST ISSUE)                       ,1,25.0%,4
Stanwood-Camano School District,Stanwood High School,Certificate,ACTE500 - CONTINUING CAREER AND TECHNICAL EDUCATION DIRECTOR,1,25.0%,4
Stanwood-Camano School District,Stanwood High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,2,50.0%,4
Stanwood-Camano School District,Stanwood High School,Certificate,T230700 - CONTINUING TEACHER                                          ,2,50.0%,4
Stanwood-Camano School District,Stanwood High School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,25.0%,4
Stanwood-Camano School District,Stanwood High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),3,75.0%,4
Stanwood-Camano School District,Stanwood High School,Degree,Bachelor's Degree,1,25.0%,4
Stanwood-Camano School District,Stanwood High School,Degree,Master's Degree,3,75.0%,4
Stanwood-Camano School District,Stanwood High School,Gender,Female,1,25.0%,4
Stanwood-Camano School District,Stanwood High School,Gender,Male,3,75.0%,4
Stanwood-Camano School District,Stanwood High School,RaceEthnicity,White,4,100.0%,4
Steilacoom Hist. School District,Steilacoom High,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Steilacoom Hist. School District,Steilacoom High,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Steilacoom Hist. School District,Steilacoom High,Degree,Bachelor's Degree,1,100.0%,1
Steilacoom Hist. School District,Steilacoom High,Gender,Male,1,100.0%,1
Steilacoom Hist. School District,Steilacoom High,RaceEthnicity,White,1,100.0%,1
Stevenson-Carson School District,Wind River Middle School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Stevenson-Carson School District,Wind River Middle School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Stevenson-Carson School District,Wind River Middle School,Certificate,T330600 - PROFESSIONAL TEACHER,1,100.0%,1
Stevenson-Carson School District,Wind River Middle School,Degree,Master's Degree,1,100.0%,1
Stevenson-Carson School District,Wind River Middle School,Gender,Female,1,100.0%,1
Stevenson-Carson School District,Wind River Middle School,RaceEthnicity,White,1,100.0%,1
Sultan School District,Sky Valley Options,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Sultan School District,Sky Valley Options,Certificate,T330600 - PROFESSIONAL TEACHER,1,100.0%,1
Sultan School District,Sky Valley Options,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Sultan School District,Sky Valley Options,Degree,Bachelor's Degree,1,100.0%,1
Sultan School District,Sky Valley Options,Gender,Male,1,100.0%,1
Sultan School District,Sky Valley Options,RaceEthnicity,White,1,100.0%,1
Sultan School District,Sultan Senior High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Sultan School District,Sultan Senior High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Sultan School District,Sultan Senior High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Sultan School District,Sultan Senior High School,Certificate,TCTE300 - CAREER AND TECHNICAL ED INITIAL TEACHER (RENEWAL),1,100.0%,1
Sultan School District,Sultan Senior High School,Degree,Master's Degree,1,100.0%,1
Sultan School District,Sultan Senior High School,Gender,Male,1,100.0%,1
Sultan School District,Sultan Senior High School,RaceEthnicity,White,1,100.0%,1
Sumner School District,Bonney Lake High School,Certificate,ACTE500 - CONTINUING CAREER AND TECHNICAL EDUCATION DIRECTOR,1,50.0%,2
Sumner School District,Bonney Lake High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Sumner School District,Bonney Lake High School,Certificate,T330500 - PROFESSIONAL TEACHER                                        ,1,50.0%,2
Sumner School District,Bonney Lake High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),2,100.0%,2
Sumner School District,Bonney Lake High School,Degree,Bachelor's Degree,1,50.0%,2
Sumner School District,Bonney Lake High School,Degree,Master's Degree,1,50.0%,2
Sumner School District,Bonney Lake High School,Gender,Male,2,100.0%,2
Sumner School District,Bonney Lake High School,RaceEthnicity,White,2,100.0%,2
Sumner School District,Lakeridge Middle School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,100.0%,1
Sumner School District,Lakeridge Middle School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Sumner School District,Lakeridge Middle School,Degree,Master's Degree,1,100.0%,1
Sumner School District,Lakeridge Middle School,Gender,Male,1,100.0%,1
Sumner School District,Lakeridge Middle School,RaceEthnicity,White,1,100.0%,1
Sumner School District,Mountain View Middle School,Certificate,T230700 - CONTINUING TEACHER                                          ,2,100.0%,2
Sumner School District,Mountain View Middle School,Certificate,TCTE300 - CAREER AND TECHNICAL ED INITIAL TEACHER (RENEWAL),1,50.0%,2
Sumner School District,Mountain View Middle School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,50.0%,2
Sumner School District,Mountain View Middle School,Degree,Master's Degree,2,100.0%,2
Sumner School District,Mountain View Middle School,Gender,Female,1,50.0%,2
Sumner School District,Mountain View Middle School,Gender,Male,1,50.0%,2
Sumner School District,Mountain View Middle School,RaceEthnicity,White,2,100.0%,2
Sumner School District,Sumner High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Sumner School District,Sumner High School,Degree,Other/Non Degreed,1,100.0%,1
Sumner School District,Sumner High School,Gender,Male,1,100.0%,1
Sumner School District,Sumner High School,RaceEthnicity,White,1,100.0%,1
Sunnyside School District,Sunnyside High School,Certificate,T330600 - PROFESSIONAL TEACHER,1,50.0%,2
Sunnyside School District,Sunnyside High School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,50.0%,2
