ESDCode,ESDName,DistrictCode,DistrictName,AddressLine1,AddressLine2,City,State,Zipcode,AdministratorName,Phone,Email,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Congressional District",Congress,"State Legislative District House Name","State Legislative District House Number","State Legislative District House OCD id","State Legislative District House Proportion","State Legislative District Senate Name","State Legislative District Senate Number","State Legislative District Senate OCD id","State Legislative District Senate Proportion"
32801,"Educational Service District 101",22105,"Odessa School District","PO BOX 248",,ODESSA,Washington,99159-0248,"Steve  Fisk",(509)982-2668,fisks@odessasd.org,47.344402,-118.658816,0.5,place,248,"PO Box",,,Odessa,WA,"Lincoln County",99159,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
04801,"North Central Educational Service District 171",24105,"Okanogan School District","PO BOX 592",,OKANOGAN,Washington,98840-0592,"Steve  Quick",(509)422-3629,squick@oksd.wednet.edu,48.36126,-119.58339,0.5,place,592,"PO Box",,,Okanogan,WA,"Okanogan County",98840,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
34801,"Capital Region ESD 113",34111,"Olympia School District","111 BETHEL ST NE",,OLYMPIA,Washington,98506,"Patrick  Murphy",(360)596-6117,pmurphy@osd.wednet.edu,47.046476,-122.884924,1,rooftop,111,"Bethel St NE",,,Olympia,WA,"Thurston County",98506,US,Thurston,WA10,118th,"Legislative District 22",22,ocd-division/country:us/state:wa/sldl:22,1,"Legislative District 22",22,ocd-division/country:us/state:wa/sldu:22,1
04801,"North Central Educational Service District 171",24019,"Omak School District","619 W BARTLETT AVE",,OMAK,Washington,98841-9700,"Michael L Porter",(509)826-0320,mporter@omaksd.org,48.411021,-119.53782,1,rooftop,619,"W Bartlett Ave",,,Omak,WA,"Okanogan County",98841,US,Okanogan,WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
34801,"Capital Region ESD 113",21300,"Onalaska School District","540 CARLISLE AVE",,ONALASKA,Washington,98570-9654,"  ",,,46.581728,-122.720149,1,rooftop,540,"Carlisle Ave",,,Onalaska,WA,"Lewis County",98570,US,Lewis,WA3,118th,"Legislative District 20",20,ocd-division/country:us/state:wa/sldl:20,1,"Legislative District 20",20,ocd-division/country:us/state:wa/sldu:20,1
32801,"Educational Service District 101",33030,"Onion Creek School District","2006 LOTZE CREEK RD",,COLVILLE,Washington,99114-8602,"Dan  Read",(509)732-4240,dread@ocsd30.org,48.783717,-117.809764,1,rooftop,2006,"Lotze Creek Rd",,,Colville,WA,"Stevens County",99114,US,Stevens,WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
29801,"Northwest Educational Service District 189",28137,"Orcas Island School District","557 SCHOOL RD",,EASTSOUND,Washington,98245-9457,"Eric   Webb",(360)376-1501,ewebb@orcas.k12.wa.us,48.698677,-122.903671,1,rooftop,557,"School Rd",,,Eastsound,WA,"San Juan County",98245,US,"San Juan",WA2,118th,"Legislative District 40",40,ocd-division/country:us/state:wa/sldl:40,1,"Legislative District 40",40,ocd-division/country:us/state:wa/sldu:40,1
32801,"Educational Service District 101",32123,"Orchard Prairie School District","7626 N. Orchard Prairie Road",,SPOKANE,Washington,99203,"Joseph  Beckford",(509)467-9517,jbeckford@orchardprairie.org,47.728015,-117.314242,0.98,rooftop,7626,"N Orchard Prairie Rd",,,Spokane,WA,"Spokane County",99217,US,"Spokane (Spokane County CC BY-NC-SA 4.0)",WA5,118th,"Legislative District 4",4,ocd-division/country:us/state:wa/sldl:4,1,"Legislative District 4",4,ocd-division/country:us/state:wa/sldu:4,1
32801,"Educational Service District 101",10065,"Orient School District","374 4th Ave",,ORIENT,Washington,99160,"Sherry  Cowbrough",(509)684-6873,sherry.cowbrough@orientsd.org,48.868041,-118.20519,1,rooftop,374,"4th Ave",,,Orient,WA,"Ferry County",99160,US,Ferry,WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
04801,"North Central Educational Service District 171",09013,"Orondo School District","100 ORONDO SCHOOL RD",,ORONDO,Washington,98843-9723,"Stephanie  Andler",(509)784-2443,sandler@orondo.wednet.edu,47.64096,-120.216469,1,rooftop,100,"Orondo School Rd",,,Orondo,WA,"Douglas County",98843,US,"Chelan (Public Domain)",WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
04801,"North Central Educational Service District 171",24410,"Oroville School District","816 JUNIPER",,OROVILLE,Washington,98844-0000,"Jeff  Hardesty",(509)476-2281,jeff.hardesty@oroville.wednet.edu,48.932796,-119.439748,1,rooftop,816,"Juniper St",,,Oroville,WA,"Okanogan County",98844,US,Okanogan,WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
17801,"Puget Sound Educational Service District 121",27344,"Orting School District","121 Whitesell St NE",,ORTING,Washington,98360-8403,"William Edward Hatzenbeler",(360)893-4024,hatzenbelere@orting.wednet.edu,47.100653,-122.206792,1,rooftop,121,"Whitesell St NE",,,Orting,WA,"Pierce County",98360,US,Pierce,WA8,118th,"Legislative District 2",2,ocd-division/country:us/state:wa/sldl:2,1,"Legislative District 2",2,ocd-division/country:us/state:wa/sldu:2,1
11801,"Educational Service District 123",01147,"Othello School District","1025 S 1st Ave",,OTHELLO,Washington,99344-1463,"Pete  Perez",(509)488-2659,pperez@othelloschools.org,46.814071,-119.172859,1,rooftop,1025,"S 1st Ave",,,Othello,WA,"Adams County",99344,US,"Statewide WA",WA4,118th,"Legislative District 15",15,ocd-division/country:us/state:wa/sldl:15,1,"Legislative District 15",15,ocd-division/country:us/state:wa/sldu:15,1
04801,"North Central Educational Service District 171",09102,"Palisades School District","1114 PALISADES RD",,PALISADES,Washington,98845-9609,"Stephanie  Andler",(509)884-8071,sandler@palisades.wednet.edu,47.416414,-119.916126,1,rooftop,1114,"Palisades Rd",,,Palisades,WA,"Douglas County",98845,US,"Chelan (Public Domain)",WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
32801,"Educational Service District 101",38301,"Palouse School District","600 E ALDER ST",,PALOUSE,Washington,99161-8780,"Mike  Jones",(509)878-1921,mjones@garpal.net,46.912651,-117.071105,1,rooftop,600,"E Alder St",,,Palouse,WA,"Whitman County",99161,US,"Statewide WA",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
OSPI,"Office of Superintendent of Public Instruction",24915,"Paschal Sherman Indian School","169 N End Omak Lake Rd",,Omak,Washington,98841,"  ",,,48.370612,-119.447783,1,rooftop,169,"N End Omak Lake Rd",,,Omak,WA,"Okanogan County",98841,US,Okanogan,WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
11801,"Educational Service District 123",11001,"Pasco School District","1215 W LEWIS ST",,PASCO,Washington,99301-5472,"Michelle I. Whitney",(509)543-6700,mwhitney@psd1.org,46.22823,-119.103443,1,rooftop,1215,"W Lewis St",,,Pasco,WA,"Franklin County",99301,US,Franklin,WA4,118th,"Legislative District 15",15,ocd-division/country:us/state:wa/sldl:15,1,"Legislative District 15",15,ocd-division/country:us/state:wa/sldu:15,1
04801,"North Central Educational Service District 171",24122,"Pateros School District","PO BOX 98",,PATEROS,Washington,98846-0098,"Scotti  Wiltse",(509)923-2751,swiltse@pateros.org,48.05098,-119.9034,0.5,place,98,"PO Box",,,Pateros,WA,"Okanogan County",98846,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 12",12,ocd-division/country:us/state:wa/sldl:12,0.046,"Legislative District 12",12,ocd-division/country:us/state:wa/sldu:12,0.046
11801,"Educational Service District 123",03050,"Paterson School District","PO BOX 189",,PATERSON,Washington,99345-0189,"  ",,,45.859058,-119.857639,0.5,place,189,"PO Box",,,Paterson,WA,"Benton County",99345,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 16",16,ocd-division/country:us/state:wa/sldl:16,1,"Legislative District 16",16,ocd-division/country:us/state:wa/sldu:16,1
34801,"Capital Region ESD 113",21301,"Pe Ell School District","PO BOX 368",,"PE ELL",Washington,98572-0368,"Kyle  MacDonald",(360)291-3244,kmacdonald@peell.k12.wa.us,46.582897,-123.314715,0.5,place,368,"PO Box",,,"Pe Ell",WA,"Lewis County",98572,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
17801,"Puget Sound Educational Service District 121",27401,"Peninsula School District","14015 62ND AVE NW",,"GIG HARBOR",Washington,98332-8698,"Krestin  Bahr",(253)530-1002,bahrk@psd401.net,47.385754,-122.618284,1,rooftop,14015,"62nd Ave NW",,,"Gig Harbor",WA,"Pierce County",98332,US,Pierce,WA6,118th,"Legislative District 26",26,ocd-division/country:us/state:wa/sldl:26,1,"Legislative District 26",26,ocd-division/country:us/state:wa/sldu:26,1
34950,"Washington State Charter School Commission",04901,"Pinnacles Prep","504 S Chelan Ave",,Wenatchee,Washington,98801,"jill  Fineis",(509)888-6464,info@Pinnaclesprep.org,47.417198,-120.30906,1,rooftop,504,"S Chelan Ave",,,Wenatchee,WA,"Chelan County",98801,US,"Chelan (Public Domain)",WA8,118th,"Legislative District 12",12,ocd-division/country:us/state:wa/sldl:12,1,"Legislative District 12",12,ocd-division/country:us/state:wa/sldu:12,1
34801,"Capital Region ESD 113",23402,"Pioneer School District","112 E. Spencer Lake Road",,SHELTON,Washington,98584-7306,"Jeff A. Davis",(360)426-9115,jdavis@psd402.org,47.258193,-123.000831,0.9,nearest_rooftop_match,110,"E Spencer Lake Rd",,,Shelton,WA,"Mason County",98584,US,Mason,WA6,118th,"Legislative District 35",35,ocd-division/country:us/state:wa/sldl:35,1,"Legislative District 35",35,ocd-division/country:us/state:wa/sldu:35,1
11801,"Educational Service District 123",12110,"Pomeroy School District","PO BOX 950",,POMEROY,Washington,99347-0950,"Rachel  Gwinn",(509)843-3393,rgwinn@psd.wednet.edu,46.475341,-117.537763,0.5,place,950,"PO Box",,,Pomeroy,WA,"Garfield County",99347,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
18801,"Olympic Educational Service District 114",05121,"Port Angeles School District","905 W 9TH ST",,"PORT ANGELES",Washington,98363-7275,"Martin A Brewer",(360)457-8575,mbrewer@portangelesschools.org,48.119225,-123.455902,1,rooftop,905,"W 9th St",,,"Port Angeles",WA,"Clallam County",98363,US,Clallam,WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
18801,"Olympic Educational Service District 114",16050,"Port Townsend School District","1610 Blaine St.",,"Port Townsend",Washington,98368,"Linda  Rosenbury",(360)379-4501,lrosenbury@ptschools.org,48.117163,-122.769413,1,rooftop,1610,"Blaine St",,,"Port Townsend",WA,"Jefferson County",98368,US,"Jefferson (Jefferson County GIS CC BY 4.0)",WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
11801,"Educational Service District 123",36402,"Prescott School District","PO Box 65",,PRESCOTT,Washington,99348-0065,"Justin  Bradford",(509)849-2217,jbradford@prescott.k12.wa.us,46.354972,-118.455541,0.5,place,65,"PO Box",,,Prescott,WA,"Walla Walla County",99348,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,0.041,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,0.041
32911,"Spokane Public Schools Charter Authorizer",32907,"PRIDE Prep Charter School District","811 E Sprague  ",,Spokane,Washington,99202,"Paige  Albrecht",(509)309-7680,paige@prideschools.org,47.657435,-117.398292,1,rooftop,811,"E Sprague Ave",,,Spokane,WA,"Spokane County",99202,US,"City of Spokane (City of Spokane)",WA5,118th,"Legislative District 3",3,ocd-division/country:us/state:wa/sldl:3,1,"Legislative District 3",3,ocd-division/country:us/state:wa/sldu:3,1
11801,"Educational Service District 123",03116,"Prosser School District","1500 Grant Ave",,PROSSER,Washington,99350,"Kimberly  Casey",(509)786-3323,kimberly.casey@prosserschools.org,46.211924,-119.771071,1,rooftop,1500,"Grant Ave",,,Prosser,WA,"Benton County",99350,US,"Statewide WA",WA4,118th,"Legislative District 16",16,ocd-division/country:us/state:wa/sldl:16,1,"Legislative District 16",16,ocd-division/country:us/state:wa/sldu:16,1
34950,"Washington State Charter School Commission",38901,"Pullman Community Montessori","115 NW State St","STE 212",Pullman,Washington,99163,"Laylah Sarah Bewick",(509)336-5909,laylahb@mypcm.org,46.73094,-117.183589,1,rooftop,115,"NW State St",,,Pullman,WA,"Whitman County",99163,US,Whitman,WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
32801,"Educational Service District 101",38267,"Pullman School District","240 SE DEXTER ST",,PULLMAN,Washington,99163-3585,"Robert  Maxwell",(509)332-3144,rmaxwell@psd267.org,46.724755,-117.181271,1,rooftop,240,"SE Dexter St",,,Pullman,WA,"Whitman County",99163,US,"Statewide WA",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
17801,"Puget Sound Educational Service District 121",27003,"Puyallup School District","PO BOX 370",,PUYALLUP,Washington,98372-3220,"John A Polm Jr.",(253)840-8950,polmjja@puyallupsd.org,47.212822,-122.317148,0.5,place,370,"PO Box",,,Puyallup,WA,"Pierce County",98371,US,"TIGER/Line® dataset from the US Census Bureau",WA10,118th,"Legislative District 25",25,ocd-division/country:us/state:wa/sldl:25,0.798,"Legislative District 25",25,ocd-division/country:us/state:wa/sldu:25,0.798
18801,"Olympic Educational Service District 114",16020,"Queets-Clearwater School District","146000 HIGHWAY 101",,FORKS,Washington,98331-9484,"Mel  Houtz",(360)962-2395,mhoutz@qcsd20.org,47.797659,-124.255369,0.73,nearest_rooftop_match,145933,101,,,Forks,WA,"Jefferson County",98331,US,"Jefferson (Jefferson County GIS CC BY 4.0)",WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
18801,"Olympic Educational Service District 114",16048,"Quilcene School District","PO BOX 40",,QUILCENE,Washington,98376-0040,"  ",,,47.828495,-122.838769,0.5,place,40,"PO Box",,,Quilcene,WA,"Jefferson County",98376,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
OSPI,"Office of Superintendent of Public Instruction",05903,"Quileute Tribal School District","PO Box 39",,"La Push",Washington,98350,"Bob  Harmon",(360)963-4122,bob.harmon@qtschools.org,47.905203,-124.62608,0.5,place,39,"PO Box",,,"La Push",WA,"Clallam County",98350,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
18801,"Olympic Educational Service District 114",05402,"Quillayute Valley School District","411 S Spartan Ave",,FORKS,Washington,98331,"Diana   Reaume",(360)374-6262,diana.reaume@qvschools.org,47.946475,-124.383849,0.8,rooftop,411,"Spartan Ave",,,Forks,WA,"Clallam County",98331,US,Clallam,WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
04801,"North Central Educational Service District 171",13144,"Quincy School District","119 J ST SW",,QUINCY,Washington,98848-1330,"Nikolas  Bergman",(509)787-4571,nbergman@qsd.wednet.edu,47.230425,-119.855399,1,rooftop,119,"J St SW",,,Quincy,WA,"Grant County",98848,US,Grant,WA4,118th,"Legislative District 13",13,ocd-division/country:us/state:wa/sldl:13,1,"Legislative District 13",13,ocd-division/country:us/state:wa/sldu:13,1
34950,"Washington State Charter School Commission",17908,"Rainier Prep Charter School District","10211 S 12th Ave",,"Seattle ",Washington,98168,"Karen  Lobos",(206)494-5979,klobos@rainierprep.org,47.511568,-122.318393,1,rooftop,10211,"12th Ave S",,,Seattle,WA,"King County",98168,US,"City of Seattle",WA7,118th,"Legislative District 34",34,ocd-division/country:us/state:wa/sldl:34,1,"Legislative District 34",34,ocd-division/country:us/state:wa/sldu:34,1
34801,"Capital Region ESD 113",34307,"Rainier School District","PO BOX 98",,RAINIER,Washington,98576-0098,"Bryon  Bahr",(360)446-2207,bahrb@rainier.wednet.edu,46.873509,-122.661394,0.5,place,98,"PO Box",,,Rainier,WA,"Thurston County",98576,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 20",20,ocd-division/country:us/state:wa/sldl:20,0.718,"Legislative District 20",20,ocd-division/country:us/state:wa/sldu:20,0.718
34950,"Washington State Charter School Commission",17910,"Rainier Valley Leadership Academy ","6020 Rainier Avenue S.",,Seattle,Washington,98118,"Baionne  Coleman",(206)659-0956,baionne.coleman@myrvla.org,47.547741,-122.276417,1,rooftop,6020,"Rainier Ave S",,,Seattle,WA,"King County",98118,US,"City of Seattle",WA9,118th,"Legislative District 37",37,ocd-division/country:us/state:wa/sldl:37,1,"Legislative District 37",37,ocd-division/country:us/state:wa/sldu:37,1
34801,"Capital Region ESD 113",25116,"Raymond School District","1016 COMMERCIAL ST",,RAYMOND,Washington,98577-2631,"K.C.  Johnson",(360)942-3415,kcjohnson@raymondk12.org,46.685516,-123.724952,1,range_interpolation,1016,"Commercial St",,,Raymond,WA,"Pacific County",98577,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
32801,"Educational Service District 101",22009,"Reardan-Edwall School District","PO BOX 225",,REARDAN,Washington,99029-0225,"Eric J Sobotta",(509)869-3231,esobotta@reardansd.net,47.669606,-117.877734,0.4,place,225,"PO Box",,,Reardan,WA,"Lincoln County",99029,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,0.546,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,0.546
17801,"Puget Sound Educational Service District 121",17403,"Renton School District","300 SW 7TH ST",,RENTON,Washington,98057,"Damien  Pattenaude",(425)204-2341,damien.pattenaude@rentonschools.us,47.4744,-122.220773,1,rooftop,300,"SW 7th St",,,Renton,WA,"King County",98057,US,King,WA9,118th,"Legislative District 11",11,ocd-division/country:us/state:wa/sldl:11,1,"Legislative District 11",11,ocd-division/country:us/state:wa/sldu:11,1
32801,"Educational Service District 101",10309,"Republic School District","30306 E HIGHWAY 20",,REPUBLIC,Washington,99166-8746,"John  Farley",(509)775-3173,jfarley@republicsd.org,48.642139,-118.726349,1,rooftop,30306,"Highway 20 E",,,Republic,WA,"Ferry County",99166,US,Ferry,WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
11801,"Educational Service District 123",03400,"Richland School District","6972 Keene Road",,"West RICHLAND",Washington,99353,"Shelley  Redinger",(509)967-6001,Shelley.Redinger@rsd.edu,46.276563,-119.379248,1,rooftop,6972,"Keene Rd",,,"West Richland",WA,"Benton County",99353,US,"Statewide WA",WA4,118th,"Legislative District 16",16,ocd-division/country:us/state:wa/sldl:16,1,"Legislative District 16",16,ocd-division/country:us/state:wa/sldu:16,1
06801,"Educational Service District 112",06122,"Ridgefield School District","510 PIONEER STREET",,RIDGEFIELD,Washington,98642-9088,"  ",,,45.817027,-122.741523,1,rooftop,510,"Pioneer St",,,Ridgefield,WA,"Clark County",98642,US,Clark,WA3,118th,"Legislative District 20",20,ocd-division/country:us/state:wa/sldl:20,1,"Legislative District 20",20,ocd-division/country:us/state:wa/sldu:20,1
32801,"Educational Service District 101",01160,"Ritzville School District","209 E WELLSANDT RD",,RITZVILLE,Washington,99169-1600,"Donald  Vanderholm",(509)659-1660,dvanderholm@lrschools.org,47.126121,-118.368435,0.95,rooftop,209,"E Wellsandt Ave",,,Ritzville,WA,"Adams County",99169,US,"Statewide WA",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
32801,"Educational Service District 101",32416,"Riverside School District","34515 N NEWPORT HWY",,CHATTAROY,Washington,99003-7706,"Ken  Russell",(509)464-8201,ken.russell@rsdmail.org,47.968712,-117.350223,1,rooftop,34515,"N Newport Hwy",,,Chattaroy,WA,"Spokane County",99003,US,"Spokane (Spokane County CC BY-NC-SA 4.0)",WA5,118th,"Legislative District 6",6,ocd-division/country:us/state:wa/sldl:6,1,"Legislative District 6",6,ocd-division/country:us/state:wa/sldu:6,1
17801,"Puget Sound Educational Service District 121",17407,"Riverview School District","PO Box 519",,DUVALL,Washington,98019,"Susan  Leach",(425)844-4503,leachs@rsd407.org,47.73459,-121.931974,0.5,place,519,"PO Box",,,Duvall,WA,"King County",98019,US,"TIGER/Line® dataset from the US Census Bureau",WA8,118th,"Legislative District 45",45,ocd-division/country:us/state:wa/sldl:45,0.375,"Legislative District 45",45,ocd-division/country:us/state:wa/sldu:45,0.375
34801,"Capital Region ESD 113",34401,"Rochester School District","10140 HIGHWAY 12 SW",,ROCHESTER,Washington,98579-9601,"Jennifer  Bethman",(360)273-9242,jbethman@rochester.wednet.edu,46.82217,-123.096367,1,rooftop,10140,"US-12 SW",,,Rochester,WA,"Thurston County",98579,US,Thurston,WA3,118th,"Legislative District 35",35,ocd-division/country:us/state:wa/sldl:35,1,"Legislative District 35",35,ocd-division/country:us/state:wa/sldu:35,1
06801,"Educational Service District 112",20403,"Roosevelt School District","PO BOX 248",,ROOSEVELT,Washington,99356-0248,"Bulmaro  Ruiz",(509)949-3722,bulmaro.ruiz@rooseveltschooldistrict.net,45.851428,-120.354257,0.5,place,248,"PO Box",,,Roosevelt,WA,"Klickitat County",99356,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,1,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,1
34950,"Washington State Charter School Commission",06901,"Rooted School Vancouver","10401 NE Fourth Plain Blvd","STE 101",Vancouver,Washington,98662,"Steven  Carney",(360)200-8974,steven@rootedschoolvancouver.org,45.662288,-122.565255,0.7,rooftop,10401,"NE-4 Plain Blvd",,,Vancouver,WA,"Clark County",98662,US,Clark,WA3,118th,"Legislative District 49",49,ocd-division/country:us/state:wa/sldl:49,1,"Legislative District 49",49,ocd-division/country:us/state:wa/sldu:49,1
32801,"Educational Service District 101",38320,"Rosalia School District","916 S JOSEPHINE AVE",,ROSALIA,Washington,99170-9550,"Brett  Baum",(509)523-3061,bbaum@rosaliaschools.org,47.230825,-117.368826,1,rooftop,916,"S Josephine Ave",,,Rosalia,WA,"Whitman County",99170,US,"Statewide WA",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
39801,"Educational Service District 105",13160,"Royal School District","PO Box 486",,"Royal City",Washington,99357-0486,"Roger  Trail",(509)346-2222,rtrail@royalsd.org,46.897589,-119.686316,0.5,place,486,"PO Box",,,"Royal City",WA,"Grant County",99357,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,,,,,,,,
29801,"Northwest Educational Service District 189",28149,"San Juan Island School District","PO BOX 458",,"FRIDAY HARBOR",Washington,98250-0458,"Calvin Frederick Woods",(360)370-7905,fredwoods@sjisd.org,48.538181,-123.068323,0.5,place,458,"PO Box",,,"Friday Harbor",WA,"San Juan County",98250,US,"TIGER/Line® dataset from the US Census Bureau",WA2,118th,"Legislative District 40",40,ocd-division/country:us/state:wa/sldl:40,1,"Legislative District 40",40,ocd-division/country:us/state:wa/sldu:40,1
34801,"Capital Region ESD 113",14104,"Satsop School District","PO BOX 96",,SATSOP,Washington,98583-0096,"Tiffany  Osgood",(360)482-5330,tosgood@satsopschool.org,47.002178,-123.483596,0.5,place,96,"PO Box",,,Satsop,WA,"Grays Harbor County",98583,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,0.002,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,0.002
17801,"Puget Sound Educational Service District 121",17001,"Seattle Public Schools","PO BOX 34165",,SEATTLE,Washington,98124-1165,"Brent  Jones",(206)252-0180,superintendent@seattleschools.org,47.610902,-122.336422,0.5,place,34165,"PO Box",,,Seattle,WA,"King County",98124,US,"TIGER/Line® dataset from the US Census Bureau",WA7,118th,"Legislative District 43",43,ocd-division/country:us/state:wa/sldl:43,1,"Legislative District 43",43,ocd-division/country:us/state:wa/sldu:43,1
29801,"Northwest Educational Service District 189",29101,"Sedro-Woolley School District","801 TRAIL RD",,"SEDRO WOOLLEY",Washington,98284-9387,"Miriam  Mickelson",(360)855-3500,mmickelson@swsd101.org,48.504478,-122.252262,1,rooftop,801,"Trail Rd",,,"Sedro Woolley",WA,"Skagit County",98284,US,"Statewide WA",WA2,118th,"Legislative District 39",39,ocd-division/country:us/state:wa/sldl:39,1,"Legislative District 39",39,ocd-division/country:us/state:wa/sldu:39,1
39801,"Educational Service District 105",39119,"Selah School District","316 W NACHES AVE ",,SELAH,Washington,98942-1117,"Kevin  McKay",(509)698-8002,kevinmckay@selahschools.org,46.652909,-120.535809,1,rooftop,316,"W Naches Ave",,,Selah,WA,"Yakima County",98942,US,Yakima,WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,1,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,1
32801,"Educational Service District 101",26070,"Selkirk School District","PO BOX 129",,"METALINE FALLS",Washington,99153-0129,"Nancy  Lotze",(509)446-2951,nlotze@selkirkschools.org,48.86381,-117.37247,0.5,place,129,"PO Box",,,"Metaline Falls",WA,"Pend Oreille County",99153,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
18801,"Olympic Educational Service District 114",05323,"Sequim School District","503 N SEQUIM AVE",,SEQUIM,Washington,98382-3161,"Regan  Nickels",(360)582-3260,rnickels@sequimschools.org,48.083338,-123.102441,1,range_interpolation,503,"N Sequim Ave",,,Sequim,WA,"Clallam County",98382,US,"TIGER/Line® dataset from the US Census Bureau",WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
